1-Methyladenosine_pos-001,Carnitine-C18_pos-051,Guanidineacetic acid_pos-087,Hypoxanthine_pos-096,NMN_pos-162,Succinate_neg-079,state
0.000892843,1.15115E-05,0.000290165,0.001174615,6.25251E-06,0.000391609,1
0.00123745,1.39893E-05,0.000242525,0.002680325,4.66979E-06,0.000446586,1
0.001009183,0.000131352,0.000516837,0.003660577,7.34444E-06,0.000375297,0
0.000947248,3.94709E-05,0.000544466,0.000773238,6.33677E-06,0.000583681,0
0.000958193,6.16985E-05,0.000526184,0.001997665,8.06391E-06,0.000609013,0
0.000916724,3.18698E-05,0.000504501,0.002837648,1.04612E-05,0.000374335,1
0.001290675,5.24556E-05,0.00040231,0.004338389,3.38501E-06,0.00090721,0
0.001205496,2.14545E-05,0.00045981,0.003435504,4.23124E-06,0.000392229,1
0.001085851,0.000135551,0.000335495,0.004436041,4.69812E-06,0.000666191,0
0.000873506,3.00187E-05,0.000507247,0.001256525,7.79532E-06,0.000490773,0
0.000890302,9.41819E-05,0.000255042,0.003428994,3.0072E-06,0.000762671,0
0.001028971,3.49615E-05,0.000426687,0.003216051,8.15703E-06,0.000792409,0
0.000952202,6.65183E-05,0.00031062,0.002583944,2.04002E-05,0.000912066,0
0.001096548,6.07518E-06,0.00024183,0.00203428,4.31023E-06,0.000353026,1
0.00104002,5.18745E-05,0.000384877,0.00204043,1.19487E-05,0.000526613,0
0.001012663,3.016E-05,0.000381056,0.004270928,6.79195E-06,0.000807293,0
0.001106769,8.47353E-05,0.000456055,0.001618701,4.80948E-06,0.000830468,0
0.000866342,2.22506E-05,0.000358094,0.001139242,1.09822E-06,0.000398924,1
0.000861306,9.37606E-05,0.000246795,0.002094152,5.0644E-06,0.000327235,1
0.001123191,5.80866E-05,0.0003322,0.003502274,3.40301E-06,0.000710019,0
0.000967865,1.83827E-05,0.000174918,0.002552838,5.15482E-06,0.000364773,1
0.000954133,4.36692E-05,0.000456856,0.002139922,8.83824E-06,0.000554626,0
0.001110267,8.35466E-05,0.000827456,0.006289278,9.5677E-06,0.000900134,0
0.00125977,0.000148989,0.000443305,0.002205008,5.03051E-06,0.000746514,0
0.001418161,2.46975E-05,0.00026105,0.003559863,6.81376E-06,0.000625484,1
0.001091798,4.18199E-05,0.000453692,0.000843085,1.71324E-05,0.000412067,0
0.001275097,2.99128E-05,0.000266555,0.001822658,7.61675E-07,0.000676447,0
0.000806254,3.5958E-05,0.000695502,0.004739112,1.61049E-05,0.000818026,0
0.001170392,5.83758E-05,0.000589866,0.003786124,4.37576E-06,0.001237188,0
0.001196295,4.88755E-05,0.000569229,0.001627194,4.1425E-06,0.000688609,0
0.001152466,1.75091E-05,0.000626012,0.000370973,2.04213E-05,0.00062161,0
0.001077018,2.65022E-05,0.000537987,0.001797723,2.66404E-06,0.000744368,0
0.001239003,3.4417E-05,0.000417933,0.003085491,1.66252E-05,0.000609657,0
0.000899597,7.90648E-05,0.000470727,0.003185269,1.86671E-06,0.000640844,0
0.001302818,4.83041E-05,0.000276395,0.002437183,1.02614E-05,0.001093163,0
0.001051378,2.64763E-05,0.000522882,0.003724833,4.92305E-06,0.00059456,0
0.001154573,4.13367E-05,0.000448538,0.0020259,8.95952E-07,0.000468574,1
0.001061179,6.9291E-05,0.000377437,0.002813531,1.1054E-06,0.000879801,0
0.001480868,4.60846E-05,0.000363532,0.003051991,1.4898E-05,0.000612246,1
0.001159655,1.66003E-05,0.000274615,0.001574408,1.53229E-06,0.000265384,1
0.001114894,5.86645E-05,0.000839571,0.001875375,4.95844E-06,0.000917141,0
0.001058274,4.98217E-05,0.000255029,0.003506466,1.95477E-05,0.000887448,0
0.001004404,2.02243E-05,0.000329746,0.003082282,5.66126E-06,0.000475503,1
0.000920964,3.0446E-05,0.000406361,0.001786486,9.92425E-06,0.000497158,0
0.0009362,4.4879E-05,0.000515572,0.002888503,2.45201E-05,0.00062632,0
0.000900194,4.20509E-05,0.00033942,0.001766167,1.29044E-05,0.000530028,0
0.000761377,2.42478E-05,0.000520768,0.002271638,4.33963E-06,0.000466674,0
0.000975612,4.75129E-05,0.000335265,0.001810074,3.93271E-06,0.000356287,1
0.001104479,4.9431E-05,0.000582981,0.001475564,3.26902E-06,0.000477801,0
0.000622262,5.71339E-05,0.00030016,0.001013854,1.01068E-05,0.000760215,0
0.001066867,1.56854E-05,0.000243111,0.002008149,7.78104E-06,0.000413298,1
0.000897854,1.13525E-05,0.000395462,0.002779267,8.6174E-06,0.000417535,1
0.000661314,1.06544E-05,0.000202612,0.002314107,4.69333E-06,0.000336336,1
0.000919672,1.73855E-05,0.00039413,0.001556896,5.2811E-06,0.000332818,1
0.000808029,2.22527E-05,0.000357519,0.002075302,3.36177E-06,0.000429525,1
0.001422504,5.6514E-05,0.000276542,0.001364777,5.44019E-05,0.000256048,1
0.001049716,5.11304E-05,0.00056321,0.001649255,1.84871E-05,0.000580915,1
0.00143607,0.00012375,0.000362954,0.002803279,2.17331E-05,0.000528657,1
0.000854577,0.000126604,0.000214948,0.000661852,1.40399E-06,0.000535368,0
0.001248345,7.93133E-05,0.000347302,0.001939742,2.80634E-05,0.000494227,0
0.000821429,0.000119296,0.000447006,0.002829051,6.29624E-06,0.000745597,0
0.001649275,0.000171202,0.000287235,0.00232903,3.62565E-05,0.000519012,1
0.00113669,4.48187E-05,0.00035935,0.000502824,2.71408E-05,0.000458373,1
0.001173506,5.56158E-05,0.000377273,0.003705955,5.89141E-05,0.000581505,1
0.001000572,7.19439E-05,0.000493327,0.001676953,3.6586E-05,0.000434518,1
0.000966741,4.19337E-05,0.000340281,0.002641511,5.06369E-05,0.00058819,1
0.001172095,2.29538E-05,0.000476527,0.004525463,3.92406E-06,0.000339815,1
0.001199819,0.00019058,0.000407499,0.001899399,3.36481E-05,0.000556756,1
0.001196475,0.000104303,0.000351946,0.00243706,1.40669E-05,0.000342697,1
0.001205666,0.00010319,0.000631875,0.001610414,2.0769E-05,0.000552361,1
0.001086845,3.63426E-05,0.000432855,0.001032772,5.84168E-06,0.000605087,0
0.000875207,2.74909E-05,0.000216732,0.001843047,7.88103E-06,0.000377454,1
0.001034684,7.15938E-05,0.000394205,0.001238736,3.89824E-05,0.000400755,1
0.001322146,0.000106714,0.000494562,0.002055684,5.59733E-05,0.001164005,1
0.001017477,0.000114709,0.000391908,0.001572349,6.5877E-06,0.00079601,0
0.001268601,4.18537E-05,0.000852972,0.001534994,1.50457E-05,0.000368414,0
0.00121138,0.000107441,0.000279323,0.002141284,2.82715E-05,0.000505658,1
0.001105868,5.72445E-05,0.00048302,0.00111933,3.76197E-05,0.00032047,1
0.001410138,0.000237347,0.000554343,0.001109341,2.55225E-05,0.000399035,1
0.001251404,4.00659E-05,0.000347974,0.002910899,5.72943E-05,0.000348495,1
0.001556849,9.08781E-05,0.000440056,0.001811241,2.66095E-05,0.000386084,1
0.001151354,4.47175E-05,0.000606617,0.001522484,5.3403E-06,0.000572097,0
0.001039128,2.09634E-05,0.000284928,0.001080737,7.04336E-06,0.000412966,1
0.000915557,4.51479E-05,0.000404991,0.002166444,9.41834E-06,0.001084871,0
0.001452681,8.14268E-05,0.000462861,0.002384393,2.2775E-05,0.000530073,1
0.000830689,2.62116E-05,0.000162434,0.001705889,2.70872E-06,0.000336023,1
0.001385037,0.000145597,0.000367899,0.001965483,5.7176E-06,0.000925712,0
0.001119634,7.88187E-05,0.000269069,0.006387331,7.09483E-06,0.000715657,0
0.000625111,1.50488E-05,0.000361255,0.00184641,4.03641E-06,0.000235966,0
0.001012537,4.50155E-05,0.000340031,0.001823629,4.79729E-05,0.000460513,1
0.001124098,1.55085E-05,0.000514804,0.002313692,6.50975E-06,0.000281142,1
0.000957289,3.30149E-05,0.000533147,0.001163077,3.07463E-06,0.000580693,0
0.001100982,0.000112567,0.000327803,0.000851363,2.61194E-06,0.00062938,0
0.001150389,3.71411E-05,0.000439739,0.003373013,4.218E-06,0.000445408,1
0.001015584,7.11208E-05,0.000499933,4.52121E-05,6.01038E-06,0.000893606,0
0.001723034,0.000155588,0.001049779,0.005611642,2.18069E-05,0.000932797,1
0.001185091,5.99165E-05,0.000731535,0.001640541,1.1934E-05,0.000555971,0
0.001221799,3.60714E-05,0.000520819,0.002017643,1.29736E-05,0.0003609,1
0.001322928,9.71024E-05,0.000946614,0.00142471,1.87556E-05,0.000412478,0
0.001141009,0.000154623,0.000356325,0.002589128,7.68055E-06,0.000920527,0
0.000876855,4.5252E-05,0.000671061,0.001657371,1.56636E-05,0.000527622,0
