1-Methyladenosine_pos-001,Carnitine-C18_pos-051,Guanidineacetic acid_pos-087,Hypoxanthine_pos-096,NMN_pos-162,Succinate_neg-079,state
0.000952526,2.64795E-05,0.000302076,0.001192821,6.31638E-06,0.000308737,1
0.001100847,2.49699E-05,0.000238279,0.002258056,6.49197E-06,0.000467406,0
0.00097437,3.228E-05,0.00030011,0.000563903,8.28749E-06,0.000755734,0
0.000833798,3.46902E-05,0.000365255,0.000965998,8.69643E-06,0.000276883,1
0.001250178,3.09715E-05,0.000240998,0.002829433,1.49541E-06,0.000691316,0
0.001122177,6.8522E-05,0.000317125,0.003495817,1.76678E-06,0.000961927,0
0.000968537,2.30546E-05,0.000282222,0.004021367,1.08103E-05,0.000334036,1
0.00173399,5.6072E-05,0.000310307,0.007472134,1.39729E-05,0.000259944,1
0.000793743,1.84847E-05,0.000558473,0.001390913,2.72709E-06,0.00038089,1
0.000695421,2.39765E-05,0.000465838,0.001673862,2.90445E-06,0.000304129,1
0.001194931,4.16543E-05,0.000377487,0.003332637,1.7368E-05,0.000838051,0
0.001442778,9.80192E-05,0.00035164,0.003438331,7.69417E-06,0.000973451,0
0.001282962,3.49854E-05,0.000338554,0.002114322,1.03346E-06,0.000462908,1
0.001132329,3.50716E-05,0.000410689,0.001650629,5.46389E-06,0.00050037,0
0.001180666,5.09876E-05,0.000491092,0.001498687,3.19324E-06,0.000398127,1
0.001046651,1.88701E-05,0.000334136,0.002498279,1.00159E-05,0.000407424,1
0.000849462,3.36028E-05,0.00059607,0.002566312,1.04511E-05,0.000427412,0
0.000771176,2.06762E-05,0.000480008,0.001516724,1.48742E-06,0.000961827,1
0.000964013,0.000107223,0.000384662,0.002390294,1.9754E-05,0.000916199,0
0.000838471,3.46804E-05,0.000687864,0.003305415,1.12963E-05,0.00052648,0
0.000770951,2.50134E-05,0.000216939,0.001513443,4.93916E-06,0.000593537,0
0.001091427,6.50806E-05,0.00044125,0.005306442,9.3041E-06,0.001031829,0
0.000993619,2.60642E-05,0.000391773,0.002275128,6.02209E-06,0.00052867,0
0.001156238,4.54647E-05,0.000543372,0.004231703,1.26795E-05,0.000971725,0
0.000902827,1.39637E-05,0.000421192,0.002214765,2.89726E-06,0.000350272,1
0.001089131,2.82884E-05,0.000361388,0.003060131,4.14759E-06,0.000918763,0
0.001254112,1.60051E-05,0.000243666,0.003594183,2.1834E-06,0.000472893,1
0.001136791,4.23564E-05,0.000687575,0.001234351,6.81869E-06,0.000440611,0
0.00107622,6.2408E-05,0.000642834,0.001946699,2.84689E-05,0.000439109,0
0.000899518,1.58515E-05,0.000498226,0.001283572,3.91784E-06,0.000395475,0
0.000943906,3.30681E-05,0.00038529,0.002317247,7.62976E-06,0.00035362,1
0.001085378,5.85461E-05,0.000645899,0.004328903,3.40309E-06,0.000670955,0
0.001324639,6.81465E-05,0.000521091,0.001896919,2.77724E-05,0.000416511,1
0.001236633,3.73084E-05,0.000281798,0.002066582,7.02343E-06,0.000816669,0
0.001089073,3.27076E-05,0.000416728,0.002590223,3.72116E-05,0.000448616,1
0.001292062,0.000114214,0.000829005,0.000533358,3.11175E-05,0.000533056,1
0.00139272,6.12333E-05,0.000344178,0.004826394,4.53469E-05,0.000392157,1
0.001236686,2.47697E-05,0.000792908,0.001975719,3.02442E-05,0.000393624,0
0.001222809,0.000129311,0.000405722,0.002599749,1.2395E-05,0.000458449,1
0.001143404,1.49093E-05,0.0003162,0.003161739,8.82763E-06,0.000530603,1
0.000976463,6.99421E-05,0.000622465,0.000190349,1.32059E-05,0.000387166,0
0.001096549,7.24053E-05,0.000614637,0.001597742,1.64819E-05,0.000688291,0
0.001112382,3.10525E-05,0.00046234,0.002638191,1.91645E-05,0.000527146,0
0.001023996,3.52217E-05,0.000742917,0.002593627,1.86649E-05,0.000405358,0
0.001286227,0.000393685,0.000281996,0.000225024,4.8602E-06,0.000795691,0
0.001122065,8.98851E-05,0.000465198,0.000438452,2.06264E-05,0.000423183,1
0.000876981,9.08704E-06,0.000518782,0.001566197,3.7229E-05,0.000387372,1
0.001147036,3.70895E-05,0.000447208,0.004940513,1.81088E-05,0.000533074,1
0.000859812,4.42817E-05,0.000482079,0.001615279,7.32251E-06,0.000448747,1
0.001034461,2.733E-05,0.000217566,0.001091792,7.63981E-06,0.000436967,1
0.001027451,2.97035E-05,0.000324595,0.001814674,6.50634E-06,0.00049337,1
0.001054439,0.000120062,0.000309237,0.00286171,4.73637E-06,0.000733762,0
0.001752597,5.20444E-05,0.000236092,0.004911199,6.05593E-06,0.000631957,1
0.001732095,0.000144144,0.00024644,0.002230842,3.30783E-05,0.000418792,1
0.00118865,4.09973E-05,0.00052362,0.001943179,1.04881E-05,0.000523841,1
0.00129153,0.000101018,0.000539577,0.004614992,5.78367E-05,0.000686621,1
0.001230102,0.000249383,0.000532445,0.00068496,4.88747E-06,0.000915194,0
0.001448785,5.47764E-05,0.000650247,0.001080697,2.26055E-05,0.000469428,0
0.00156093,0.000108676,0.000629023,0.003203311,2.95505E-05,0.00043891,1
0.0014954,2.16338E-05,0.000138589,0.002353874,4.75032E-05,0.000455755,1
0.001164964,9.74477E-05,0.000427247,0.0018209,2.0941E-05,0.00049959,1
0.000879393,0.000136003,0.000275708,0.000821623,3.51735E-06,0.000887386,0
0.001558586,0.000125132,0.00030679,0.002512268,6.11873E-05,0.000503018,1
0.001157646,4.68611E-05,0.000505621,0.001259747,2.21936E-05,0.000465687,0
0.001001864,0.000141322,0.000650888,0.001979696,7.75952E-06,0.000901677,0
0.000951944,4.56961E-05,0.000358511,0.000761255,1.97085E-05,0.000337939,0
0.001501821,3.7651E-05,0.000582125,0.00275501,7.52106E-06,0.000866064,0
0.001002933,0.000206981,0.000339652,0.003480236,5.65108E-06,0.000720004,0
0.000861833,3.57456E-05,0.000458588,0.001822923,8.97908E-06,0.000371389,0
0.001325819,4.25497E-05,0.000399844,0.005003248,1.08759E-05,0.000550393,1
0.001203771,0.000117054,0.000196237,0.002691718,6.61521E-05,0.00054269,1
0.001027974,2.07949E-05,0.000229548,0.001287962,4.10089E-06,0.000401264,1
0.001019551,2.66075E-05,0.0003235,0.001136822,5.64789E-06,0.000294996,1
0.00097643,7.76438E-05,0.000481236,0.003167114,8.24165E-06,0.000601151,1
0.001001566,4.76496E-05,0.000727676,0.000808372,9.53307E-07,0.000770923,0
0.001219063,6.60737E-05,0.000434968,0.001112764,1.20642E-05,0.000692374,0
0.001239882,6.40886E-05,0.000181619,0.001690957,2.89128E-05,0.00043564,1
0.001269575,6.28032E-05,0.000707441,0.003264391,5.23327E-05,0.000711718,1
0.00109048,0.000182166,0.000371757,0.001564594,1.74539E-05,0.000611361,1
0.001129015,0.000167647,0.000436038,0.004323145,6.21105E-06,0.001035884,0
0.001177871,6.28722E-05,0.000284129,0.00132574,8.39817E-06,0.000303104,1
0.001272491,5.1588E-05,0.000454347,0.003135636,1.41277E-05,0.000243683,1
0.001229046,7.28013E-05,0.000371752,0.001357444,1.74099E-05,0.000527139,1
0.001005587,6.34162E-05,0.00016531,0.001445244,3.96563E-05,0.000324726,1
0.001357988,0.000134736,0.000614555,0.000932833,1.59169E-05,0.000570944,1
0.001059647,0.000114405,0.000456127,0.002133953,6.64248E-06,0.000819658,0
0.001236994,0.000322405,0.000763493,0.001621135,1.64363E-05,0.000517765,1
0.001372937,4.46691E-05,0.000229717,0.001942661,2.59616E-05,0.001132525,1
0.000776206,1.07046E-05,0.000408915,0.001840681,7.5045E-06,0.000164067,1
0.001163653,0.000142912,0.000652395,0.001918881,3.23727E-05,0.000524365,1
0.000956951,4.44234E-05,0.000411423,0.000644339,5.81943E-06,0.000497252,0
0.001688854,2.33516E-05,0.000357062,0.002815038,4.92487E-06,0.000502694,1
0.001212983,0.000144339,0.000322299,0.002061231,4.06076E-06,0.000844454,0
0.001209449,5.52147E-05,0.000500957,0.00149447,8.16027E-05,0.000417223,1
0.001261984,9.87343E-05,0.000449404,0.029465263,4.33196E-06,0.000647442,0
0.001382443,9.84235E-05,0.000411961,0.002921772,8.30675E-06,0.000478369,1
0.001326036,0.000134407,0.000528266,0.001277879,3.65396E-05,0.000433855,1
0.00121414,5.99334E-05,0.000268864,0.003850129,1.95426E-06,0.000494928,1
0.001278253,8.83996E-05,0.000507865,0.001335339,8.469E-06,0.000564192,0
0.001312822,0.000249153,0.000570044,0.002462099,6.48624E-06,0.001008924,0
0.001296855,0.000208851,0.000963206,0.002421197,1.90607E-05,0.000442875,1
0.001565385,9.85005E-05,0.00046583,0.000925839,2.3267E-05,0.000593735,1
0.000966919,8.4786E-05,0.000536067,0.00131482,6.65148E-06,0.000622545,0
0.001061646,6.43246E-05,0.000629377,0.000265758,2.76595E-05,0.000607838,1
0.001172543,0.000101657,0.000307057,0.005317662,5.84214E-06,0.00095867,0
0.001313405,4.47097E-05,0.000638637,0.0017149,5.82777E-05,0.000812654,1
0.001241398,0.000337395,0.000511217,0.001492305,4.20971E-06,0.000826542,0
0.00091446,2.49061E-05,0.000253973,0.002501739,5.58996E-06,0.000366801,1
0.001307473,0.000112988,0.000692645,0.003230354,2.36922E-05,0.000514453,1
0.001170657,0.000198231,0.000338003,0.003373955,4.92368E-06,0.000934885,0
0.000958166,9.75026E-05,0.000212999,0.004031967,8.94633E-06,0.000593662,1
0.001527718,0.00014607,0.000275522,0.003013649,7.47552E-05,0.000434112,1
0.00120216,0.000115186,0.000873773,0.001690628,1.38416E-05,0.000443791,0
0.001076696,8.11897E-05,0.000355049,0.002456384,1.49705E-05,0.000523154,0
0.001248738,5.90904E-05,0.000531626,0.003708611,8.41599E-05,0.000645398,1
0.00103323,5.4678E-05,0.00061003,0.000233379,2.42411E-05,0.000378367,0
0.000834186,2.03639E-05,0.00035595,0.002131182,7.42284E-06,0.000364505,1
0.000967168,3.37129E-05,0.000680135,0.003012577,9.42381E-06,0.000782307,1
0.001454604,5.08387E-05,0.000294891,0.002749264,4.37733E-05,0.000392908,1
0.001453035,5.49254E-05,0.000270013,0.002507113,2.66615E-05,0.000316747,1
0.001203379,0.000164584,0.000240019,0.002232563,4.30184E-06,0.000807143,0
0.001250192,4.66288E-05,0.000201593,0.001872686,1.7452E-05,0.000448678,1
0.001291587,0.000106783,0.000451732,0.001674713,3.93321E-05,0.000761314,0
0.000681659,8.50311E-05,0.000368142,0.000649637,6.72333E-06,0.000539947,0
0.000888676,9.39157E-05,0.000529068,0.001929893,6.6071E-06,0.000831681,0
0.00084859,4.72069E-05,0.000267267,0.000121204,5.67957E-06,0.00063709,0
0.00087326,7.14275E-05,0.000312817,0.000862103,1.19862E-06,0.000570477,0
0.000839483,3.92131E-05,0.00041509,0.001430368,8.05273E-06,0.000881949,0
0.000829078,5.43267E-05,0.000256558,0.002498451,2.10964E-05,0.000675176,0
0.00075396,4.1684E-05,0.000392004,0.000107279,2.90835E-06,0.000702463,0
0.000810739,4.34841E-05,0.000337579,0.001120301,7.41544E-06,0.000788125,0
0.000855315,0.000128222,0.000612426,0.002672129,1.78575E-05,0.000872975,0
0.000683897,2.98713E-05,0.00027564,5.89902E-05,3.44969E-06,0.000540848,0
0.000918386,4.72626E-05,0.000412355,0.000915935,8.32331E-06,0.000713596,0
0.000947462,4.72536E-05,0.000158386,0.000200012,5.51275E-06,0.0007494,0
0.001063156,3.78344E-05,0.000526036,0.002421189,7.66249E-06,0.000717264,0
0.000872977,3.47766E-05,0.000334505,1.97537E-05,1.53588E-05,0.000868349,0
0.001033509,9.50273E-05,0.000347211,0.000103711,2.70841E-06,0.000677332,0
0.00058556,6.75318E-05,0.000325655,6.15002E-05,6.72222E-06,0.000608713,0
0.000859605,4.8877E-05,0.000536036,0.001232362,6.4672E-06,0.000510495,0
0.000829912,3.01916E-05,0.000379938,0.000149377,4.82922E-06,0.000615969,0
0.000666879,4.61744E-05,0.000225719,5.65853E-05,9.19528E-06,0.000636257,0
0.000890114,3.04567E-05,0.000489562,0.000646,2.09007E-05,0.00075634,0
0.000843786,4.0716E-05,0.000333468,0.001999389,1.24996E-05,0.00081266,0
0.000890695,6.19364E-05,0.00030724,0.001326896,6.67017E-06,0.000728884,0
0.000840233,5.21741E-05,0.000353913,0.000647405,3.48615E-06,0.000648195,0
0.000688817,8.26473E-05,0.000414356,0.001734334,4.52581E-06,0.000797143,0
0.00072891,9.02433E-05,0.000440468,0.00261441,2.19816E-05,0.00061941,0
0.000795138,4.57805E-05,0.000400581,0.001413878,6.68963E-06,0.000552223,0
0.000910861,2.99228E-05,0.000378929,0.000553599,1.57543E-05,0.000747222,0
0.000972089,5.99732E-05,0.000187044,0.002296309,2.25595E-05,0.000579205,0
0.001055831,2.74052E-05,0.000369271,0.001634126,7.26921E-06,0.000717955,0
0.000826683,7.15552E-05,0.00060864,0.000174487,4.50297E-06,0.000600838,0
0.000747665,2.23291E-05,0.000472321,0.001956129,3.3278E-06,0.000674663,0
0.00100402,8.55031E-05,0.000384782,0.000767102,5.98886E-06,0.000498275,0
0.000869995,4.29949E-05,0.000415618,0.002166698,1.25234E-06,0.000584324,0
0.000906589,6.79233E-05,0.000380007,0.000138225,5.70342E-06,0.000871443,0
0.001154651,4.28231E-05,0.000470679,0.001423626,6.27607E-06,0.000851611,0
0.000735851,5.37772E-05,0.000432076,0.001446232,1.19333E-05,0.000457046,0
0.001186404,0.000133689,0.000367853,0.00597004,2.69479E-07,0.000660799,0
0.000853964,1.9881E-05,0.000594523,0.002146965,7.80862E-06,0.000675369,0
0.000741401,0.00011211,0.000346079,0.001884186,3.29527E-06,0.001047033,0
0.000927864,1.30509E-05,0.000379821,0.001303463,2.66231E-06,0.000327828,1
0.000911282,3.39231E-05,0.000286815,0.003813537,2.39736E-05,0.000644815,0
