1-Methyladenosine_pos-001,Guanidineacetic acid_pos-087,NMN_pos-162,Uridine_neg-088,Hypoxanthine_pos-096,Succinate_neg-079,Carnitine-C18_pos-051,Serotonin_pos-142,N-Acetyl-D-glucosamine 6-phosphate_neg-061,Neopterin_pos-117,2-Aminooctanoic acid_pos-006,Pyroglutamic acid_neg-072,S-Adenosyl-methionine_pos-139,Lactic acid_neg-055,state
0.001123191,0.0003322,3.40301E-06,0.000552941,0.003502274,0.000710019,5.80866E-05,3.8395E-05,0.000148301,5.34348E-05,2.99309E-05,0.000115069,0.000522498,0.016024888,0
0.000967865,0.000174918,5.15482E-06,0.000186885,0.002552838,0.000364773,1.83827E-05,7.42451E-05,0.000119252,6.1411E-05,3.18769E-05,0.000145237,0.00062811,0.012958151,1
0.000954133,0.000456856,8.83824E-06,0.000300741,0.002139922,0.000554626,4.36692E-05,0.000179197,9.54237E-05,3.71211E-05,1.55749E-05,9.92582E-05,0.00052416,0.012711821,0
0.001110267,0.000827456,9.5677E-06,0.000555127,0.006289278,0.000900134,8.35466E-05,0.000112696,0.000137587,6.33426E-05,0.000123416,0.000179098,0.000517446,0.017235186,0
0.00125977,0.000443305,5.03051E-06,0.000336696,0.002205008,0.000746514,0.000148989,2.91304E-05,0.000141508,7.55626E-05,0.000141013,0.000217364,0.000535181,0.011364778,0
0.001418161,0.00026105,6.81376E-06,0.000321686,0.003559863,0.000625484,2.46975E-05,0.000141692,0.000202041,0.000235239,1.74665E-05,0.000126855,0.000650772,0.016035742,1
0.001091798,0.000453692,1.71324E-05,0.000388273,0.000843085,0.000412067,4.18199E-05,0.000217494,0.000121969,4.66509E-05,4.04299E-05,0.000199948,0.000448181,0.007090927,0
0.001275097,0.000266555,7.61675E-07,0.000436878,0.001822658,0.000676447,2.99128E-05,3.55839E-05,0.000109692,6.80339E-05,5.27887E-05,0.000134437,0.000630139,0.012953422,0
0.000806254,0.000695502,1.61049E-05,0.000448842,0.004739112,0.000818026,3.5958E-05,3.81676E-05,0.00012027,4.25472E-05,3.78852E-05,0.000148264,0.000418174,0.016700965,0
0.001170392,0.000589866,4.37576E-06,0.000508957,0.003786124,0.001237188,5.83758E-05,5.50822E-05,0.000129893,4.89357E-05,2.96569E-05,0.000113324,0.000337256,0.02004672,0
0.001196295,0.000569229,4.1425E-06,0.000415773,0.001627194,0.000688609,4.88755E-05,3.24159E-05,0.000151158,0.000103981,3.93589E-05,0.000101432,0.000682376,0.012685862,0
0.001152466,0.000626012,2.04213E-05,0.000386026,0.000370973,0.00062161,1.75091E-05,0.000240521,0.000130489,6.06905E-05,7.65163E-05,0.000264095,0.000864776,0.015720318,0
0.001077018,0.000537987,2.66404E-06,0.000402566,0.001797723,0.000744368,2.65022E-05,3.47321E-05,0.000102021,3.8819E-05,6.84854E-05,0.000108014,0.000436262,0.01183278,0
0.001239003,0.000417933,1.66252E-05,0.00030493,0.003085491,0.000609657,3.4417E-05,8.81729E-05,0.000111555,6.7046E-05,4.53466E-05,0.000143137,0.000507046,0.016231408,0
0.000899597,0.000470727,1.86671E-06,0.000517237,0.003185269,0.000640844,7.90648E-05,2.68839E-05,0.000105519,4.69856E-05,4.10658E-05,0.000241948,0.000365367,0.015761923,0
0.001302818,0.000276395,1.02614E-05,0.000431555,0.002437183,0.001093163,4.83041E-05,0.000120881,0.000142837,7.07087E-05,9.99571E-05,0.000115405,0.000541043,0.011416068,0
0.001051378,0.000522882,4.92305E-06,0.000311969,0.003724833,0.00059456,2.64763E-05,0.000143153,8.77072E-05,4.82779E-05,0.000107483,0.000117342,0.0003133,0.012513068,0
0.001154573,0.000448538,8.95952E-07,0.000258726,0.0020259,0.000468574,4.13367E-05,4.87805E-05,0.00010953,4.889E-05,4.58211E-05,8.88584E-05,0.000509587,0.008570317,1
0.001061179,0.000377437,1.1054E-06,0.00021845,0.002813531,0.000879801,6.9291E-05,1.6914E-05,9.67243E-05,8.09257E-05,2.9844E-05,0.000144393,0.000402539,0.012987149,0
0.001480868,0.000363532,1.4898E-05,0.000476387,0.003051991,0.000612246,4.60846E-05,0.000373232,0.000177682,7.38123E-05,1.80897E-05,0.000153011,0.000642312,0.017136341,1
0.001159655,0.000274615,1.53229E-06,0.000141869,0.001574408,0.000265384,1.66003E-05,6.71056E-06,9.75816E-05,0.00013441,3.52058E-05,0.000121788,0.000888149,0.008334242,1
0.001114894,0.000839571,4.95844E-06,0.000430991,0.001875375,0.000917141,5.86645E-05,0.000291655,9.47428E-05,3.63049E-05,4.31098E-05,0.0001397,0.000506894,0.020663869,0
0.001058274,0.000255029,1.95477E-05,0.000354866,0.003506466,0.000887448,4.98217E-05,1.59528E-05,9.76095E-05,7.23802E-05,3.32554E-05,0.000140093,0.000443732,0.012315875,0
0.001004404,0.000329746,5.66126E-06,0.000168345,0.003082282,0.000475503,2.02243E-05,3.72556E-05,0.000134813,6.57402E-05,8.4348E-05,0.000105436,0.00051905,0.011451308,1
0.000920964,0.000406361,9.92425E-06,0.000287349,0.001786486,0.000497158,3.0446E-05,9.22693E-05,0.000119996,3.73626E-05,2.28971E-05,8.82572E-05,0.000533754,0.010633163,0
0.0009362,0.000515572,2.45201E-05,0.000679253,0.002888503,0.00062632,4.4879E-05,9.37887E-06,0.000113488,7.48038E-05,8.69092E-05,0.000159717,0.000551904,0.012796852,0
0.000900194,0.00033942,1.29044E-05,0.000311503,0.001766167,0.000530028,4.20509E-05,0.000267886,0.000116741,3.93017E-05,1.89135E-05,7.93853E-05,0.000366548,0.009607203,0
0.000761377,0.000520768,4.33963E-06,0.000390123,0.002271638,0.000466674,2.42478E-05,8.8383E-06,9.64506E-05,3.50357E-05,0.000131172,0.000123131,0.000377308,0.013570725,0
0.000975612,0.000335265,3.93271E-06,0.000282118,0.001810074,0.000356287,4.75129E-05,9.91265E-05,0.000124181,5.28255E-05,3.26954E-05,9.13063E-05,0.000546346,0.00873764,1
0.001104479,0.000582981,3.26902E-06,0.000558063,0.001475564,0.000477801,4.9431E-05,5.7698E-05,7.96476E-05,2.65982E-05,7.13812E-05,9.41088E-05,0.000770806,0.008792476,0
0.000622262,0.00030016,1.01068E-05,0.000247283,0.001013854,0.000760215,5.71339E-05,3.40525E-05,8.36401E-05,4.02051E-05,2.16854E-05,9.76141E-05,0.000324295,0.008078867,0
0.001066867,0.000243111,7.78104E-06,0.000220413,0.002008149,0.000413298,1.56854E-05,0.000119764,0.000150399,4.73355E-05,5.47208E-05,9.35508E-05,0.000679027,0.008918412,1
0.000897854,0.000395462,8.6174E-06,0.000396385,0.002779267,0.000417535,1.13525E-05,0.000144297,0.000119695,4.73763E-05,1.13083E-05,0.000121434,0.00030898,0.011875986,1
0.000661314,0.000202612,4.69333E-06,0.000126191,0.002314107,0.000336336,1.06544E-05,4.12278E-05,9.60374E-05,3.1009E-05,2.13288E-05,9.5991E-05,0.000356664,0.009477708,1
0.000919672,0.00039413,5.2811E-06,0.00026743,0.001556896,0.000332818,1.73855E-05,2.83586E-05,0.000145364,3.24126E-05,1.9353E-05,8.42346E-05,0.000541603,0.013367245,1
0.000808029,0.000357519,3.36177E-06,0.00028306,0.002075302,0.000429525,2.22527E-05,4.13719E-05,0.000114237,4.00333E-05,1.90733E-05,0.000111273,0.000490713,0.010054303,1
0.001422504,0.000276542,5.44019E-05,0.000190239,0.001364777,0.000256048,5.6514E-05,0.0008779,0.000240641,0.000225637,2.02292E-05,0.000143479,0.001025621,0.006098227,1
0.001049716,0.00056321,1.84871E-05,0.000461508,0.001649255,0.000580915,5.11304E-05,0.000193382,0.000141895,4.66349E-05,4.98174E-05,0.000154364,0.000814635,0.013825422,1
0.00143607,0.000362954,2.17331E-05,0.000370439,0.002803279,0.000528657,0.00012375,0.000306325,0.000268738,0.000166539,4.63237E-05,0.000169468,0.001485375,0.01195636,1
0.000854577,0.000214948,1.40399E-06,0.000348514,0.000661852,0.000535368,0.000126604,1.52635E-05,9.29543E-05,1.95742E-05,2.95145E-05,7.99029E-05,0.000489932,0.00610717,0
0.001248345,0.000347302,2.80634E-05,0.000463012,0.001939742,0.000494227,7.93133E-05,0.000773173,0.000189235,5.12625E-05,6.79993E-05,0.000174873,0.001047025,0.007474456,0
0.000821429,0.000447006,6.29624E-06,0.000505993,0.002829051,0.000745597,0.000119296,1.05433E-05,0.000115724,4.23785E-05,4.6751E-05,0.000270879,0.000377786,0.019540021,0
0.001649275,0.000287235,3.62565E-05,0.000241663,0.00232903,0.000519012,0.000171202,0.000422744,0.000213432,0.000171503,2.78278E-05,0.000216013,0.001689553,0.011028973,1
0.00113669,0.00035935,2.71408E-05,0.000277616,0.000502824,0.000458373,4.48187E-05,0.00049787,0.00015687,4.64943E-05,2.20194E-05,0.000119041,0.000768414,0.007325349,1
0.001173506,0.000377273,5.89141E-05,0.000283777,0.003705955,0.000581505,5.56158E-05,0.00467655,0.000281936,3.35955E-05,2.30967E-05,0.000201683,0.000770102,0.022437222,1
0.001000572,0.000493327,3.6586E-05,0.000232443,0.001676953,0.000434518,7.19439E-05,0.001123217,0.000159048,0.000147122,3.77141E-05,0.000136461,0.000734929,0.011809712,1
0.000966741,0.000340281,5.06369E-05,0.000288841,0.002641511,0.00058819,4.19337E-05,0.001662319,0.00013498,3.0816E-05,6.12026E-05,0.00014939,0.000930722,0.01297468,1
0.001172095,0.000476527,3.92406E-06,0.000318128,0.004525463,0.000339815,2.29538E-05,8.69779E-05,0.000154447,6.73536E-05,5.81614E-05,0.000123203,0.000969173,0.014171227,1
0.001199819,0.000407499,3.36481E-05,0.000175668,0.001899399,0.000556756,0.00019058,0.000819925,0.000101153,9.78296E-05,0.000233909,0.000180359,0.00195556,0.015170621,1
0.001196475,0.000351946,1.40669E-05,0.000305011,0.00243706,0.000342697,0.000104303,0.000259795,0.000177885,8.45373E-05,3.8229E-05,0.000162467,0.001274218,0.008899435,1
0.001205666,0.000631875,2.0769E-05,0.000432871,0.001610414,0.000552361,0.00010319,0.000502882,0.00016767,4.86171E-05,3.8066E-05,0.0001197,0.000752463,0.009056399,1
0.001086845,0.000432855,5.84168E-06,0.000483682,0.001032772,0.000605087,3.63426E-05,1.27848E-05,0.000149148,3.7709E-05,8.87812E-05,9.2619E-05,0.000934538,0.013733916,0
0.000875207,0.000216732,7.88103E-06,0.000299713,0.001843047,0.000377454,2.74909E-05,0.000105712,0.000122692,2.76257E-05,2.6967E-05,8.62028E-05,0.000644046,0.012519997,1
0.001034684,0.000394205,3.89824E-05,0.000327415,0.001238736,0.000400755,7.15938E-05,0.001150551,0.000173445,4.28934E-05,3.72114E-05,0.000112937,0.000821202,0.007648576,1
0.001322146,0.000494562,5.59733E-05,0.000413882,0.002055684,0.001164005,0.000106714,0.001182241,0.000213909,7.60812E-05,7.39303E-05,0.000115776,0.001556643,0.012390037,1
0.001017477,0.000391908,6.5877E-06,0.000389027,0.001572349,0.00079601,0.000114709,8.248E-06,0.000135916,3.89331E-05,3.15861E-05,0.000341771,0.000325125,0.0218004,0
0.001268601,0.000852972,1.50457E-05,0.00025747,0.001534994,0.000368414,4.18537E-05,0.000298766,0.000157186,3.61211E-05,0.000126489,0.000114009,0.000886228,0.007431275,0
0.00121138,0.000279323,2.82715E-05,0.000534656,0.002141284,0.000505658,0.000107441,0.000693742,0.00016656,8.71094E-05,6.29814E-05,0.000112681,0.001011422,0.00969493,1
0.001105868,0.00048302,3.76197E-05,0.000386172,0.00111933,0.00032047,5.72445E-05,0.000729961,0.000151053,4.26021E-05,4.49322E-05,0.000109209,0.00076575,0.007853976,1
0.001410138,0.000554343,2.55225E-05,0.000294377,0.001109341,0.000399035,0.000237347,0.000532374,0.000203006,5.82301E-05,1.90204E-05,0.000121165,0.001538948,0.011735923,1
0.001251404,0.000347974,5.72943E-05,0.000217633,0.002910899,0.000348495,4.00659E-05,0.00138778,0.000116373,5.19081E-05,2.70846E-05,0.000143886,0.001067507,0.014512586,1
0.001556849,0.000440056,2.66095E-05,0.000214199,0.001811241,0.000386084,9.08781E-05,0.001067305,0.000149072,6.40894E-05,4.75059E-05,0.000183606,0.000800505,0.008642012,1
0.001151354,0.000606617,5.3403E-06,0.000420066,0.001522484,0.000572097,4.47175E-05,2.3853E-05,0.000134891,2.82188E-05,9.8108E-05,0.000103914,0.000646309,0.009552588,0
0.001039128,0.000284928,7.04336E-06,0.000318377,0.001080737,0.000412966,2.09634E-05,9.55346E-05,0.000135631,2.30594E-05,1.87226E-05,0.000156362,0.000891389,0.012621479,1
0.000915557,0.000404991,9.41834E-06,0.000491391,0.002166444,0.001084871,4.51479E-05,5.25948E-05,0.000110835,4.68301E-05,5.09003E-05,0.000240496,0.000534253,0.020821414,0
0.001452681,0.000462861,2.2775E-05,0.000200741,0.002384393,0.000530073,8.14268E-05,0.000337526,0.000222171,3.47597E-05,6.5912E-05,0.000137144,0.001147708,0.010237873,1
0.000830689,0.000162434,2.70872E-06,0.000294554,0.001705889,0.000336023,2.62116E-05,3.20726E-05,9.55685E-05,3.66368E-05,5.79606E-05,0.000123929,0.000527868,0.009720912,1
0.001385037,0.000367899,5.7176E-06,0.000674755,0.001965483,0.000925712,0.000145597,5.42216E-05,0.000174634,4.32891E-05,3.74706E-05,0.000323344,0.000639318,0.023493393,0
0.001119634,0.000269069,7.09483E-06,0.000670225,0.006387331,0.000715657,7.88187E-05,2.36788E-05,0.000131469,4.62437E-05,3.34787E-05,0.000184601,0.000616194,0.018967267,0
0.000625111,0.000361255,4.03641E-06,0.000187406,0.00184641,0.000235966,1.50488E-05,5.83527E-05,9.27802E-05,1.79195E-05,5.66468E-05,0.000100405,0.00054206,0.007032967,0
0.001012537,0.000340031,4.79729E-05,0.000274408,0.001823629,0.000460513,4.50155E-05,0.000569109,0.000205879,5.5245E-05,1.9901E-05,0.000116522,0.000922379,0.015412712,1
0.001124098,0.000514804,6.50975E-06,0.00019747,0.002313692,0.000281142,1.55085E-05,0.000117083,0.000124338,3.36312E-05,0.000145322,0.000107539,0.001014432,0.008682668,1
0.000957289,0.000533147,3.07463E-06,0.000350417,0.001163077,0.000580693,3.30149E-05,8.69409E-06,0.000140087,3.6406E-05,3.93406E-05,0.000110369,0.000512544,0.009242096,0
0.001100982,0.000327803,2.61194E-06,0.000474031,0.000851363,0.00062938,0.000112567,1.6595E-05,0.000130632,4.71985E-05,9.1508E-05,0.000203918,0.000842887,0.021599259,0
0.001150389,0.000439739,4.218E-06,0.000477198,0.003373013,0.000445408,3.71411E-05,5.35617E-05,0.000134007,6.1903E-05,3.44262E-05,0.000101778,0.000918283,0.011625011,1
0.001015584,0.000499933,6.01038E-06,0.000471756,4.52121E-05,0.000893606,7.11208E-05,5.34982E-05,8.26632E-05,4.7866E-05,0.000136587,0.000227463,0.000399826,0.021047634,0
0.001723034,0.001049779,2.18069E-05,0.000614901,0.005611642,0.000932797,0.000155588,7.40451E-05,0.000174506,3.84136E-05,4.59479E-05,0.000207574,0.00109076,0.012725188,1
0.001185091,0.000731535,1.1934E-05,0.000387486,0.001640541,0.000555971,5.99165E-05,0.00037026,0.00014893,3.23792E-05,0.000115891,0.000151215,0.000659838,0.011913605,0
